Trip Name,Comment Question Verbatim (On Worksheet),Rating
Galapagos and Peru,"Everything was organized well, allowing us to experience the destinations thoroughly. Guides and coordinators were very good. Carlos and Melissa were absolutely great on the National Geographic Endeavor II. Celso was our very favorite naturalist, followed by Salvador.  Excellent!  The entire staff was great. I love Gaston. He did an amazing job and kept up with all of us! Staff attention to creating amazing experiences. Knowledge of our guides!
Education we received. 
An inspirational experience!
Excellent Galapagos staff, naturalists, and all professionals  from the captain to the cleaning crew!

Excellent guides and educational experiences on our Peru adventure!

We were always well cared for! Seeing all of the animals in the Galapagos close  up.
Machu Picchu and the other sites and our guide Ernesto.
The food - both in Peru and on the ship.
Our waiter Carlos on the ship.
The hotels in Peru were incredible - including staying right next to Machu Picchu.
Snorkling and kayaking We really enjoyed the sea and land experience.  Loved the snorkeling and hiking on the Galápagos Islands.  The Peru experience was extraordinary.  Loved seeing the Inca ruins. Well organized, great naturalists and guides, good food All of the logistics and itineraries were very well organized and the tour leaders for both the Galapagos (Carlos)and Peru (Celestino) were excellent, as were all of the naturalist guides in the Galapagos. Accommodations and meals on Endeavor II and In Peru were excellent and exceeded expectations. Everything was well organized and efficient.  5 star accommodations and food.  Even missed flights were handled better than expected. The service was incredible. I loved having so many activities and options from which to choose. I was impressed how the staff was careful to meet the needs of people of a range of abilities. While I could take advantage of the more active options, there were always equally fun options for people with less mobility. In the Andes, for example, our guides walked very slowly and paused frequently. They told us what to expect in detail. In short, they took very good care of us. The naturalists, with one exception, were outstanding in their enthusiasm and knowledge. They are why we chose National Geographic and they did not disappoint. The staff was very knowledgeable. Galápagos, guides where great. Very friendly, helpful and knowledgeable.fantastic trip! Peru and Incas.same! No complaints. I loved that the guides were from the islands of the Galapagos and the specific places in Peru. Also, the timing of the events was amazing.  We never felt rushed and were always busy. Everything we needed was taken care of. Socrates, Christian, Giana, Bernie, Sebastian, Walter and Omar were amazing in the Galapagos. Julia, Diego, and Katalina were amazing. The staff was excellent. The service staff was very accommodating and the naturalists were considerate and experts in their fields to provide accurate and interesting facts and information.",4.928571428571429
Great Bear Rainforest,"My favorite part was meeting Marven Robinson and exploring Gribbell Island. The naturalists were fantastic. The food was amazing. The hikes were a blast. I loved being able to paddle board and the lazy afternoons cruising for wildlife. The crew and staff and experts were wonderful, friendly and engaging. I very much enjoyed meeting them! Wonderful specialists & leader Oran was top Hike with Marvin to the bears was the best. 
Lodge experience. 
Lecturers Natural beauty of the area and naturalists and guest speaker; accommodations and food The expedition team was knowledgeable and engaging We like the daily adventures of going out in the zodiacs and hikes. The daily presentations were superb. Awesome crew / naturalists, bent over backwards to make the trip the best it could be.  Food was very good, lots of diverse offerings. great naturalists all with different focus of study and all passionate about their field, great trip leader who connected with everyone and was excited to make the best trip possible I appreciated the staff, naturalists, first world teachings and focus on conservancy and wildlife education. The rooms were great and we were always busytrio! I loved the kayaking- so many great aspects of this trip! The educational aspects were very good.  The food service was excellent. Staff interaction was great. Well appointed boat, great staff, valuable lectures, interesting location The crew was absolutely wonderful, the food was delicious, and the ship was clean (minus some permanent staining on the carpet in my cabin). I liked that downtime on the ship was filled with presentations. Excellent staff, especially Oren, Julia, Jackie and Nick. Flexible itinerary to adapt to weather challenges. Julia's lectures. Oren's decision to scrap field trips on the morning of Tue Sep 12 since we were all so exhausted from the disorganized first day and let us sleep in and eat brunch instead. Ship staff & naturalists I LOVED this trip. I did not see my dream Spirit Bear but I will take this trip again to get the chance and to be back in this magical place. The staff and crew were awesome. The entire crew and staff were fabulous.
All the naturalists were excellent, their knowledge was wonderful. Meals were very good and very creative. Rooms were good. Itinerary was great. Food excellent. Ship was wonderful. Both ship and expedition staff did a fantastic job taking care of everyone. We enjoyed the pristine beauty of the area we were in and the cultural excursions. The food and naturalists were excellent. Special shout-out to Mary Jo, Emily and Kelly and the Zodiac captains who made a complicated day-early evacuation go easily. Wonderful scenery. Expedition leaders and naturalist very friendly and knowledgable. Beautiful weather. Whales breeching. Onboard Photographer presented excellent information on making better iPhone images. Very enthusiastic and knowledgeable naturalists and crew, very professional Beautiful ship, wonderful food, great on-board staff.",4.0
Islands of the Azores: Fado Music to Fin Whales,I enjoyed the expertise and lectures by the naturalists and their availability. Food and service was excellent.  Local guides were good overall. Zodiacs are always fun although we werent able to use them much. The Fado concerts and the Fado lecture were a joy. The ship was magnificent and sparkling clean.,4.0
Jewels of the Java Sea: A Voyage Between Bali and Singapore,"The crew was fantastic. I loved the Orion and was very comfortable. The naturalists were excellent, especially Ron. Alex was a great MC, and Francoise was extremely efficient and pleasant. The meals were excellent. The snorkeling and glass bottomed boat rides were amazing. The food was really excellent, and I thought it was one of the highlights of the trip.  The staff was excellent,",5.0
Journey To Antarctica,"It was truly an expedition, not just a cruise. The trip was more than we expected or imagined. It was so special that the ships captain working with our expedition leader, Andy, gave us a trip of a life time.  We went to areas we were told that the Endurance had never traveled to, such a below the Antarctic Circle & the Emperor Penguin Snow Hill colony. We did a continent landing.  The expedition staff from all over the world were so special, knowledgeable and fantastic. Wonderful expedition! We liked the support we received for planning the trip including air travel, the size and design of the ship, the staff and crew provided and the flexible itinerary. The accommodations, food, drink, and service were first rate. In general we liked everything about this trip. everything Everything, NatGeo team, the crew, the ship, the food, every aspect of the trip was awesome and very well organized. Great scenery/wildlife, staff, crew, food, and ship amenities.  Felt both safe and well entertained. Hands on expeditions led by naturalists. Number of Naturalists and their knowledge. Access to bridge and captain. The expertise of the naturalists aboard, the service: from dining to cabin care, the programs, and most of all the experience of actually being in Antarctica! Wildlife sightings, premium food, new friendships forged, visiting my 7th continent Everything. Mostly, the flexibility of the itineraries. OMG!!!! The best trip ever! We will definitely book another trip. So well conceived and coordinated.  Crew was amazing, and made the trip easy to do, an awesome experience.  Everyone was so professional and helpful.  Captain, Expedition Leader, NG photographer, naturalists and other teaching crew added a great deal to the trip.  Everyone in the deck where we loaded onto zodiacs was so thoughtful.  Crew in the dininng rooms were all professional, food was delicious. Routing and overall experience on the boat was A+++   Departure was so well coordinated. Talks were great
approachability and knowledge of staff superb
outstanding location, unbelievable
beautiful vessel
excellent food The pace of the trip was good -- never rushed and never bored. Incredible customer service by every single crew member -- housekeepers, food, etc. The staff were outstanding from the Nat Geo Naturalists, hotel staff and crew. Amazing!! Well-planned. Good service and food on board the ship Excellent trip! Great communication, knowledgable guides and helpful staff. Accommodations were great, hospitality and meals also excellent. All naturalists and expedition leaders were fantastic, with special thanks to Stefano, Sergei, Mairi, and Jes (just the few I spent the most time around). Nick Cobbing was a phenomenal speaker and absolute joy to engage with. Staff was great. Expeditions were all great. Ship was comfortable. Food and Drink great The timely & clear communication about all upcoming events; amazing sights and wildlife; the extremely knowledgeable staff and scientists; the friendly can do attitude by all members of the Nat Geo & Lindblad team; the daily lectures and iPhoto class; amazing food and service; accommodations and cleaning services; my favorite experiences were the zodiac rides and being awed by the icebergs. I thought animal life would be my favorite memory but it is the ice that was most magical. The trip was well organized, exceeded expectations on wildlife and landscapes seen, staff and crew very professional Beautiful Scenery. Photo opportunities. Everything!  So much care taken to make sure we went to spectacular locations.  Great lectures, great care for personal safety, staff were accessible, friendly, eager to help us understand.  The shipboard experience, from food to cleanliness to the gift shop, was great.  We were always aware of what was happening thanks to daily announcements and the TV screen notes.  So well organized!  Also appreciated all the pre-trip information, packing lists and reading suggestions. Extremely well organized. 5 class treatment throughout from all staff. Planned talks, continued learning. Communication keeping us on track and well informed. Food selections and availability on point. Cabin/views excellent. Knowledgeable, helpful staff who really went the extra mile in scouting out expedition sites and ensuring the guests had a grand Antarctic adventure. Overall expedition and educational content and expertise: well-organized and planned. The staff!!  From the naturalists to the crew - everyone seemed happy to be there. Naturalists were very passionate about everything we were doing.  Our guest speakers were also amazing! It was an excellent trip to a wonderful location.  The ship, crew and staff provided an great experience. Outstanding service and each day's plan was ""to have the most adventure."" 

Y'all really delivered on adventure!!! Overall a great trip. All aspects, the ship, the crew, the naturalists, the food, the food were terrific. The expedtion team sahring their knowledge on ecology, photography, especially the underwater team. We also enjoyed the food and the service from all the staff. All of it.  I had a smile on my face the entire time. The service of all the staff and crew.  The insights to the places we were seeing and the animals before us.  The ice and land and history of Antarctica.  Always knowing what was happening and expected added to my enjoyment of the entire adventure. Efficiency of the expedition itinerary; Outstanding experience aboard the Endurance; Design of Endurance interiors; Food service; Attention to food service, quality and detail; Friendly and outstanding Housekeeping; Outstanding pastry chef. Everything.  I liked that it would be a eco friendly as possible, that it would be as responsible as possible to the fragile ecosystem, that it was small numbers and provided experts and researchers as part of the expedition.  I loved getting off the boat to walk, zodiac and kayak. ship, crew, naturalists/scientists, Antarctica's wonder. the natural beauty and the wildlife and the ice, of course.  But also the fantastic naturalists and photo instructor and Nat Geo photographer The naturalist talks/presentations. The crews efforts to ensure that we had the best Antarctic experience that we could in finding the best sites for our expedition landings.  The restaurant staff provided us with exceptional menu choices and the Shackleton Dinner was special.  How fun to have Afternoon Tea served in the Laundry Room and the opportunity to visit the behind the scenes areas of the Endurance. Cruise portion excellent with activities, indoors and outdoors. Staff excellent Everyone was very friendly and helpful. As a solo traveller I never felt that I was alone as the staff was very welcoming The staff was incredible.  I especially want to compliment Mark & Boyet on the wait staff and Jenna for taking care of our room.  They were all so friendly and cheerful.  Most of the scientists/naturalists were wonderful and I thought it was great that they sat with different passengers and chatted during our meals - especially John, Maria, Emily & Emmet.  Bud was great with keeping us informed and we thought the Captain was great. Amazing naturalists.  Great environment.  The ship crew and staff took fantastic care of us. Excellent guides, the ship was new and modern, and two special guests  were on board. The daily activities were just the right amount of physical activity for the climate. The daily afternoon brief on the days activities was a good memory jogger. Excellent service staff on the Endurance. Most of the naturalist and expedition team were outstanding. The ship was very comfortable and the experience itself was wonderful overall. It was the best service I have ever experienced on any trip. The Lindblad staff was wonderful and the Ships crew was amazing. The food was excellent, the accommodations were excellent. All the activities and excursions were excellent. Lindblad had actually made a mistake on another trip I was supposed to go on and offered me this in exchange and I feel like they went above and beyond to correct the mistake that was made and I appreciate that. Loved it all! Hard to list everything. The naturalists were amazing! So friendly and knowledgeable. They also did a great job planning each day to be different and interesting! The ship was incredible. The staff - housekeeping and food/beverage were exceptionally. The scientific staff was also amazing. The staff were kind and knowledgeable. The Endurance was sparkling clean. I felt safe and secure. The food was astounding! We loved our interactions with the naturalists. All were extremely knowledgeable and generously approachable, frequently sharing meals with us. We appreciated the detail in the daily lectures. They were highly informative. The housekeeping staff was fantastic, the ship was immaculate. The food service, specifically the effort to accommodate dietary requirements was note worthy. The wait staff was very professional and engaging. No detail was missed on our voyage. Our experience was superb! I like the flexibility of the captain to stop and change course to look at whales, also the ability to change itinerary to include a better landing area with more wildlife. Also, loved the lectures by Macduff Everton. The whole staff was very nice. I recently had knee surgery and the zodiac embarkation team as well as the away team, went out of their way to see me safely in and out of the zodiac as well as on the ice or land. Knowledgeable staff, interesting talks, great to have Menson Bound as a guest speaker. The naturalists team worked well together; the naturalist staff was willing to intereact with he guests during meals; Staff did an amazing job as Expedition Leader; The ship was clean and we had a fantastic room stewardess (Emily); The wait staff and bar staff were efficient and friendly; We appreciated the flexibility of the Captain and Staff to ensure we had the best excursions; the staff helping get in and out of the zodiacs were terrific; and the doctor was always available. Fascinating trip; staff and crew were excellent, interesting, good sense of humor and we learned a lot about the area, science and climate change.  Nice variety of experiences.  Food was generally good.  Area we visited was fascinating and beautiful.  Overall it was a spectacular trip, made even better by the incredibly knowledgeable and interesting staff, whose enthusiasm was infectious.  It was also an unusually interesting and friendly group of passengers. Antarctica is stunning. The addition of the naturalists made the trip. I don't think there is a better way to see Antarctica. The amenities and staff on the ship were top-notch. Everything! What we saw, what we did (excursions), the ship, the crew, the cabins, the service, the staff (expedition leaders, naturalists), the meals, the attention to details, keeping everything pristine. Excursions, expedition staff knowledge, ship staff service - restaurant/bar, cleaning The expertise of the staff, the ship accommodations (spotless and relatively luxurious for an expedition), the exquisite food and choices, the actual stops on the trip which highlighted the diversity and beauty of the Antarctic Peninsula and South Shetlands Islsnds, the impeccable logistics and usually superb communications. The quality of programming, the NG Explorer, personality of staff. The trip exceeded our expectations with the daily excursions and the Nat. Geo. Experts on the ship. The Linblad staff were very helpful, always available and very personable. We felt safe and cared for. In particular, Michael Jackson the expedition leader was absolutely outstanding! Analise, the coordinator of the Mud Room and daily transportation, was also very competent and outstanding. It was a hard, but incredibly worthwhile, journey. Very knowledgable expedition staff. Great experience on board the NG Explorer. It was a once in a life time trip for me Willingness of staff to go the extra mile Naturists, divers, food, service, ship.  In short, we loved the whole experience. Outstanding staff at all levels.  Friendly, helpful, and enthusiastic.  They really want to make the experience exceptional.  Excellent food service, too The ship (the attention to detail provided by all of the service providers), the people (positive interaction with all of the naturalists), the agenda, the landscape (the remoteness and beauty of the area), LOVED it all! We appreciated the approachability and knowledge of the naturalists and the lectures either in the Ice Lounge or our cabin.  The waitstaff and housekeepers were outstanding, especially Robert C on the Resolution.  All staff and naturalists were kind, good natured and extremely helpful - they made the trip so special! Cabins were extremely thoughtfully designed and comfortable.  Food was fine - gluten free options were plentiful. It was the trip of a lifetime and we are delighted with Nat Geo. An informative staff team plus a 5-star hotel-cruise crew extremely well organized. I felt very safe at every moment.  I loved the opportunity to reach a very inaccessible place.  Sheri did an amazing job, as did Sebastian and the entire ship's crew. Antarctica is an amazing place, and staff onboard was very friendly. Some good guides , excellent hospitality person Sebastian and very hood expedition leader *Presentations were fantastic and very engaging
*Restaurant and Hotel staff enthusiastic
*Organisation of days events amazing
*Communication at all of the right times
*Access to the bridge 
*The library space was the best
*Evening recaps very good value Heavy emphasis on science. Ultimate levels of customer service every step of the way. Consideration for vegetarians in the restaurant. The group of naturalists on this trip were outstanding, so friendly and helpful. Of course, we so enjoyed each of the excursions as well. sites visited and lectures presented Very knowledgeable naturalists, excellent photo instruction, delicious and diverse food options at every meal, comfortable room, friendly staff, incredibly service oriented staff in the dining room, excellent itinerary 1) Friendly, informative, energetic, cooperative, accessible  staff at all levels.   2) The numerous educational briefings.  The captain's willingness to go where neither she nor the ship had been before; in order to provide us with good weather. Great staff, the Resolution is amazing and the commitment to education and science is very compelling. Impossible to narrow it down, it was so stellar in every way. The attention to detail (one companion has alpha gal and was blown away by the recall of the staff when it came to cautioning her or changing food), the genuine warmth and hospitality (Sebastian tracking us down a humidifier was one example), the efficiency of the crew and staff. The food was spectacular. My husband and I both having worked in service/hospitality, we know the level theyve reached, when it can look so effortless. Loved the resolution and the naturalists Sailing on the Resolution was a wonderful experience.The Captain and her crew provided a safe and trusted environment.  I appreciated the open Bridge and the willingness of the staff to interact with the guests.  The Hotel staff is exceptional.  Food and beverage service was as good as any four-star restaurant. Please publish a soup cookbook. Engineers made the ship function well.  The scientific staff provided interesting and relevant presentations and conversations. Service, itinerary, vessel Resolution, crew/staff friendly & knowledgeable, well organized, adapted to environmental changes, food & beverage, safety Staff expertise, service, great ship Staff, Crew, Naturalists, food & the Resolution all fantastic!! The expedition team worked hard to ensure we had the best experience possible. We were able to see a variety of wildlife and participate in numerous activities. They adjusted our schedule as needed to ensure we had multiple excursions. The crew and staff were fantastic in ensuring all of our needs were met and went above and beyond in supporting us. Everyone was wonderful. And the educational opportunities were excellent. The flexibility of the crew in adapting to conditions. Also the frequency of outings even when destinations had to be changed. Most of all, the opportunity to expand on the published itinerary, specifically, venturing south of the Antarctic Cirlce, a personal highlight for me! The location, the ship (!), the crew, the lectures, the photographers, the NG staff.  All were way above expectations. The ship, the bridge experience, the quality of the staff, the beauty of the uncharted territory and the lack of other tourists Beautiful Nature Appreciated the caliber of the expedition team, they were all highly educated and fully participated in the daily programs; Andy Wolff was a very good group leader making sure we got the most out of all the opportunities/activities. Everyone from cleaning staff, cooking and serving staff, expedition leaders were friendly, helpful, and professional. Excellent and friendly staff. Service was very good. Quality of staff in lectures and trips ashore.  Staff overall was excellent. Good superb Expertise of the expedition staff; Buenos Aires as the gathering city; Walkaround and bus tour of Buenos Aires; Flexibility of the expedition leader to adapt the sail/expedition plan based on weather; The hospitality of the ship's crew; Zodiac excursions; Kayaking; Polar plunge; Hiking on shore; Seeing wildlife; Accessibility of multiple world class photographers on the expedition; Briefings/talks on photography; Briefings/talks on history, geology, oceanography, and biology of Antarctica The naturalists, expedition leaders, staff, crew, and everyone on board were exceptional. The level of service and care on the ship was without rival. I understand that weather in the region was problematic on the western side of the peninsula, but our captain and expedition leader had us on the eastern side, which was perfect. We got to do absolutely everything we wanted to and saw all wildlife we hoped to catch. The food was delicious, and the accommodations were clean & comfortable. All great The exceptional team of experts who presented.
The leadership skills of Andy Wolff, the team leader.
The expeditions were well coordinated and informative. Excellent accommodations on the ship, excellent destination and itinerary, excellent Team Leaders and staff Excellent customer service, obvious focus on ensuring maximum exposure to what was available to see and do. Excellent organization and staff. expedition staff were outstanding. locations great. food great. I liked the variety of experts who were part of your staff and the fact that they interacted so well with all guests. The food was excellent and the wait staff was phenomenal. Our expedition leader, Michael Jackson was incredible. He planned the best excursions for the conditions. We felt safe, cared for and special. The dining room was run by Fausto who encouraged staff to treat all guests like family. They knew our names, our dining proclivities, and they went out of their way to make sure I had no dairy! Quality of expeditions, and staff. Staff and crew were professional courteous and helpful.  The ship was perfect for the task and the flexibility and ability to respond to changing weather was amazing. The hotel and wait staff were amazing.  Food was great.  The team worked hard to make things interesting for all of the guests. it was great having a small, intimate group and everyone got to know each other. 1. Professional & friendly Staff
2. Warm & Comfortable atmosphere
3. Clean Ship & Vehicle transportation
4. Food & Accommodation 5-star quality
5. Well organized
6. Staff willing to go the distance to please customers 
7. Naturalists interesting & knowledgeable
8. Wonderful activities
9. Staff enthusiastic about their jobs - everyone appeared to enjoy being on the ship. While this may not always be the case (it's hard work), they all made it feel uplifting to be on the adventure Everything - the boat, the staff, the expeditions, the food, the people, it was the most wonderful trip ever!!!!! Expedition staff, hotel staff (dining and rooms), daily schedules, food, ship, fellow passengers Extremely well organized with excellent communication throughout the entire trip. The ship was beautiful, luxurious, well-maintained & functioned perfectly for all aspects of the excursions. All staff were friendly, professional and superb at their jobs; very approachable and passionate about what they did. The trip was highly educational & completely enjoyable - with memorable, extraordinary excursions and opportunities for a variety of experiences. Food was always delicious. It was a true expedition experience! The entire crew did everything they can to give us the best experience! Ship - beautiful, comfort. & well designed state of the art. 
People- officers,crew,staff excellent at what they did and how they cared for us and our comfort, ability to have fun and our safety. The photographer (Jeff), expedition leader (Steph), naturalists, penguinologist -all so knowledgeable and engaging. Mickey was a pleasure to watch both serving drinks and playing the piano like a virtuoso and ??the amazing show by the Shackle Tunes! The food - amazing and there were lots of choices. Ship, staff, activities all fantastic. Zero complaints. The ship, our cabin, the crew. The amount of time off the ship, number and type excursions (land and zodiac), encounters with wildlife. The ship amenities, (dining options, Ice Lounge, visiting the bridge). The food and drinks were wonderful with top-notch service all around. The layout of the ship was easy to navigate. The learning lectures and daily recap. The ease of the charter flight. Transportation of the luggage. Tipping included removed a stressor, which we appreciated. We very much enjoyed the entire experience: the excursions, the accommodations, the lectures, the staff and crew and the dining. Nat Geo / Lindblad exceeded every expectation, would be an understatement. I am extremely impressed and motivated to join future expeditions The service aboard the ship exceeded all of my expectations. The staff went above and beyond and were courteous, efficient, and friendly in every instance. Our expedition leader, Michael Jackson, made sure we had the absolute best experience throughout the trip. He enabled us to land on Antarctica as many times as possible and gave us every opportunity to enjoy the area. Our captain Perk was also incredible. The naturalists were fantastic, with excellent expertise.  The ship was in good shape, with excellent housekeeping team.  The expeditions were largely fantastic, with food options for each location. What I liked most was the friendly staff employed on the ship. Everyone from waiters, housekeeping, shop manager, desk attendants, were extremely pleasant and helpful. However, what made the trip for me were the technical staff employed to give lectures, interact with passengers, and answer questions you might have. For one, Tommy Heinrich went above and beyond to save my water-logged camera by drying it out and making it operable again. His friendship was invaluable and a highlight of the trip. The educational program and naturalists were excellent! The ship/hotel service was one of a kind. The people were kind and thoughtful. A truly memorable experience. The expedition leader, ship captain, naturalists, scientists, crew, household cleaning, food preparation, and other team members made the process look seamless. The ship spoiled us for any future travel on a ship. Our landings, zodiac rides, kayaking, and walking on fast ice (15 in total) were beyond expectations. That would be my summary for the whole trip! The ship is outstanding, the staff incredible, the experience unique and everyone is focused on making the trip as amazing as possible getting the most out of landings, zodiac cruises, sightseeing. The classes are all engaging and make the experience even better. The food excellent, the organization seamless, the expedition team prepared. All good. The hospitality staff was exceptional!  Food service, housekeeping service, spa service, and hotel service was TOP NOTCH. everything was great.  Perfect execution by Nat Geo Everything was wonderful! Lindblad pre-trip support during three years of postponements due to COVID and post-trip when we got caught in the chaos of the Argentine futbol team homecoming was excellent. The NG Explorer is a great ship with a wonderful crew from the captain down to all of the various service personnel. Food was excellent. The NG naturalists and photographers were knowledgeable, articulate, friendly yet professional, and patient. Michael, the expedition leader, was outstanding. Expedition style travel, wildlife, ice bergs mixed with professional lectures and on-board amenities. Loved the beauty of Antarctica, seeing the animals, hearing from the naturalists, the coordination of the zodiacs, hiking, kayaking and zodiac rides.  It was well orchestrated in the timing of the groups, and the zodiac drivers were great to take us to areas to find wildlife. 
Such a great group!  Loved the trip. Overall good service The willingness of the NG staff to share. the expertise of NG staff.  the crew of the ship were wonderful and personable. We enjoyed the daily summaries at the end of the day and the periodic updates via the PA system throughout the day. Also the presentations given by the various individuals was informative. Felt safe, well fed, everyone so nice and helpful. Staff ship Antarctica experience The logistics were extremely well managed Zodiac cruise and landing on the land to see penguins closely. Also to see huge ice mountain / wall and icebergs.
A lot of talks by naturalists. Being able go out on zodiac and to learn from expedition team Felt the quality of naturalists was very good; enjoyed interacting with them; enjoyed excursions; ship was excellent Flexibility of Russ and Captain Aaron to navigate for the best experience.  Russ and Mara for exceptional excursion experiences.  Paul for entertainment above and beyond all expectations.  Ezra and Nathan for information and incredible guiding on the Zodiacs. Arjay & Carlos for great dining.  Mickey for sharing his incredible talent and humbly serving us. Nevien for always keeping our cabin in top shape. Everyone on the crew was interested in making it the best experience we've ever had! Loved all aspects of the trip.  The ship is amazing, the crew was warm and welcoming, the expedition staff was knowledgeable and had great senses of humor. The housekeeping staff efficient and effective. We liked the presentations by the naturalists, photographers and scientists, the activities and the food.  The crew were fantastic too! Russ is a wonderful expedition leader and Captain Aaron and Hotel Manager Patrik were excellent. Due to the experience of Captain Aaron and Russ, we were Ble to cross the Antarctic Circle and see new sites. The experts on the trip and information they shared were excellent The ship (Endurance) and all hotel services.  The journey and the experiences off ship.  Even in the worst of the Drake passage I felt safe and the hotel staff took amazing care of us all.   The food was excellent, the majority of the naturalist staff was very good.  Incuuding alcohol and internet was genius since you did not feel as though you were being nickeled and died to death. I previously traveled to Antarctica with Lindblad/NatGeo in 2016. This was entirely different trip and was happy to have the opportunity to visit new places. EVERTHING This trip and the Lindblad staff exceeded all expectations. From a comfort perspective, all of our needs were anticipated and every detail extremely well thought out. From an expedition perspective, I was surprised and thrilled by the wealth of knowledge that staff shared with guests. They were professional, personable, and extremely knowledgeable. It was also so much fun to be around people who were so obviously excited about where we were and what we were seeing. Their passion was infectious. The detailed planning and execution of the expedition once aboard the Explorer. The expertise of the guides and expedition leaders. The ship Captain. The hotel Manager and staff. All excellent.",4.748251748251748
Kimberley Expedition: Australia's Wild Northwest,"Great service by expedition and ship crew. Staff and crew members exceptionally pleasant and good at their jobs. The quality of the officers, staff, and crew were outstanding. They really went above and beyond. Aaron is a great naturalist. Karla a great leader. Martin a very good naturalist. Belinda a super yoga instructor and gives a great massage .chef provided incredible food options. Peter Hillary was a great addition! The ship Orion was very nice. Geology & geography were excellent. NatGeo staff provided good information & were enthusiastic. On board staff were exceptional. They really spoiled us & worked hard to take care of us. The Naturalists and their experience and enthusiasm. The other guests on board. Taking the Zodiac rides to see the pictographs. Ship, crew (except the captain), staff and tour leader. Being in such a remote location, diversity of bird life, exceptional talent of expedition leader",3.5
Kimberley With the Spice Islands,"staff and crew on the boat, room service Talbot Bay, King George River, great whale sitings, Montgomery Reef even with low tidal flow, Bigge Island, Pink Beach snorkeling.",3.5
Land of the Polar Bears,"It was a once and done for the bill; not a dribble of charges. All  was top quality. Passengers were well respected. Questions were anticipated. Experts were truly experts. Pre trip requests (connecting hotel rooms) were honored. A no hassle trip. Thank you The staff were terrific, always willing to provide needed information and to handle special requests. The ship is beautiful, functional and well maintained.The lectures were fun and informative. very well organized, naturalists were great and plentiful, incredible scenery/wildlife, very luxurious accomodations The seemingly sincere desire to meet guest expectations, which, for me, it pretty much did.  Liked that the daily schedule was posted, with audio updates throughout the day.  Appreciated the attempts to check all the boxes related to wildlife sightings and notable landscapes, such as the glacier.  Enjoyed the various presentations whether scientific or photo in nature.  The accommodations were as described on the website and did not disappoint. We had fantastic naturalist (Sergei, Maria, Stas, Stefan) and photographic (Greg and Carlos) guides who were helpful and informative throughout the trip. The food was quite good and the service staff  was always there to make sure everything was taken care of. The ship is lovely and accommodations were  very nice. 1.  The Endurance was by far the most beautiful ship I've ever traveled on.  Kudos to the interior designer.  My stateroom felt like a palace.  2.  The housekeeping, food services, wait staff, Zodiac wranglers, etc. were excellent; they did their jobs well and were genuinely friendly and helpful.  3.  Longyearbyen was an interesting town.  4.  Enjoyed the open Bridge.  5. Not having assigned tables was great.  6. Naturalists, expedition leaders, department heads did a great job.  7.  Walruses! Visit different areas of Svalbard.  Know more about the conditions animals are suffering due to climate change. Excursions (Kayak, Zodiacs, Hiking) The ship and the accommodations were lovely.  The experts and the staff were very nice and friendly. Access to naturalists, photographers, captain, and general ship crew and servers. The Staff and Crew were excellent in their support of all of us.  The food was wonderful.  I can't say enough good things about these folks. This was my first time on this ship and the ride is amazing as is the overall layout and finish of the public areas.  The landscape and the wildlife (see below for exception) were also amazing.  Experiencing the seal while on kayak and the fox while on hike, saved this trip. Great ship, great expedition leaders, speakers, etc. Size of the expedition; professionalism & background of expedition staff. Hikes and informative presentations Ship (vs Orion in Antarctica), crew, weather, passing thru ice, polar bears! The naturalist interpretation and the willingness to seek out the best and safest ways to experience the polar environments and rugged nature.  Loved, loved seeing the wildlife!",4.1875
"Legendary Northern Isles: Scotland, Faroes, & Iceland By Sea","Expedition lead, majority of staff/specialists in their field, quality of everything on the boat (coffee, liquor selection, service, room), access to off the beaten path locations and tours, Seemingly smooth execution of just about everything that took place on and offboat, evening entertainment (musicians, liquor tasting, recap pre dinner). The entire experience. The staff, all members, levels, departments, were professional, cheerful, always ready to help, seemingly there to make our experience the best ever. And yet, as we know, they then turn around in a few hours after our departure, and prepare to offer the same quality for the next group of passengers. That is excellence. Staff in every department were knowledgeable, friendly and responsive.  Cabin was very functionable and perfect for our needs.  Activities were appropriate for all ages, abilities and interests.  The professional naturalists, scientists and lecturers were impressive and informative.",4.666666666666667
Lisbon to Naples,"The Sea Cloud & every port of call, the access to and insights regarding the ship, sites and locales provided by officers and crew and National Geographic expedition staff, especially Expedition Leader John Frick and his assistant Eza King, Historian Tom Hefferman, and Photographers Massimo Bassano and Myriam Casper. The food. My fellow passengers. The opportunity to see several countries and islands from the sea. The opportunity to tour unique cities and other locations.",4.5
Malta and Sicily,The itinerary was excellent.  We participated in the pretrip extension to Pompeii and Herculaneum as well as the Siciliy/Malta sail on the Sea Cloud. Both trips featured well-chosen excursions with good guides and an appropriate amount of time devoted to the activities.,4.0
